Местоположение начала участка, м	Местоположение конца участка, м	Код расположения	Код грунта земляного полотна	Код земляного полотна	Ширина земляного полотна
0	1304	1	2	2	5
1304	1310	1	2	2	3
1310	1505	1	2	2	5
1505	1528	1	2	2	3
1528	1811	1	2	2	5
0	1368	2	2	2	5
1368	1375	2	2	2	3
1375	1517	2	2	2	5
1517	1528	2	2	2	3
1528	1631	2	2	2	5
1631	1640	2	2	2	3
1640	1751	2	2	2	5
1751	1761	2	2	2	3
1761	1773	2	2	2	5
1773	1782	2	2	2	3
1782	1811	2	2	2	5
