"район. Радиус - Советский м";0;51.808693;37.627300;gold

"район. Радиус - Кореневский м";0;51.400820;34.968941;gold

"Курчатовский. Радиус -  м";0;51.566904;35.525003;gold

"Горшеченский. Радиус -  м";0;51.523917;38.031886;gold

"Обоянский. Радиус -  м";0;51.233539;36.146027;gold

"Медвенский. Радиус -  м";0;51.445806;36.103846;gold

"Большесолдатский. Радиус -  м";0;51.367543;35.599305;gold

"Поныровский. Радиус -  м";0;52.246986;36.273909;gold
