тип дорог;Кодификатор;Наименование дороги;Координата начала (x);Координата начала (y);Координата окончания (x);Координата окончания (y);Идентификатор
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Молодёжная улица;36.02576000;51.64751000;36.02740100;51.65334700;134450912
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Луговая улица;36.02763900;51.64736700;36.03011000;51.65212300;207066220
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Центральная улица;36.03011000;51.65212300;36.02813900;51.65332300;134144487
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;улица Масалова;36.03373600;51.65403600;36.03542200;51.64734300;133905961
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Тепличная улица;36.03578100;51.65079700;36.03542200;51.64734300;133905973
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;улица 1-я Коноплянка;36.03596300;51.65453800;36.03578100;51.65079700;207066216
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Тепличная улица;36.05244100;51.64888900;36.03584600;51.64946500;133905967
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;улица 3-я Коноплянка;36.04079200;51.65407700;36.03608500;51.65375000;207066219
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Городская улица;36.07991600;51.57808400;36.08000000;51.58234100;133860653
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38К-015;;36.17416500;51.66529800;36.17419400;51.66507600;207066218
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38К-015;;36.17444900;51.66534300;36.17416500;51.66529800;133860655
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38К-015;;36.17419400;51.66507600;36.17457000;51.66462700;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38К-015;;36.17498500;51.66533600;36.17444900;51.66534300;207066238
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Садовая улица;36.48690500;51.61456800;36.48860000;51.61671100;89340762
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Садовая улица;36.48531000;51.61540500;36.48726600;51.61789000;127875064
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Набережная улица;36.48637000;51.62011500;36.50602400;51.61272300;30735732
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Пристанционная улица;36.50263900;51.61009100;36.50622800;51.60861500;127875068
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Пушная улица;36.51161300;51.60260000;36.52726400;51.59317700;127875067
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.89273600;51.86594000;35.92521700;51.84702400;318732910
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.85946300;51.87976500;35.91322900;51.86285700;318732914
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.92535800;51.84689400;35.90459600;51.84863100;390899493
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.92989200;51.84848800;35.92562300;51.84664800;318732908
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01884300;51.71496100;35.98191900;51.71258800;390899480
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.97908000;51.80722800;35.99007300;51.82757300;133791299
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.02421700;51.94747200;36.02725500;51.93204800;133794832
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.03322000;51.69378200;36.03292800;51.67992900;105840639
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01368400;51.85710900;36.04914000;51.87685300;330176870
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.07136400;51.64711300;36.06746100;51.65077600;125090000
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.07136400;51.64711300;36.08676000;51.64946300;365831525
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.09628200;51.59567200;36.09729000;51.59480600;225177169
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.09840200;51.59338900;36.09523100;51.59312700;206805365
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.09213600;51.84549600;36.09613700;51.84364600;110279058
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.19972400;51.86239300;36.20122900;51.86614600;84424109
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.24501600;51.58968600;36.24899700;51.57598200;84424118
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.27623600;51.58509300;36.27364400;51.59312300;360234775
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.28208200;51.63428600;36.30285100;51.63371700;360234783
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.38445600;51.65029400;36.38490100;51.69003000;167082817
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.48499100;51.82338200;36.44391600;51.86114700;162004731
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.44370500;51.63725600;36.44312900;51.62994100;119170168
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.46915300;51.72952000;36.44520200;51.71480500;380984018
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.48531000;51.61540500;36.48975700;51.61348300;178458820
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.51827600;51.71196500;36.52319400;51.70632600;34089453
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.58747200;51.67820600;36.58972900;51.66790200;395572951
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.03649100;51.88919800;36.05492000;51.89165500;134632364
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;улица Друзей;36.03283400;51.71501500;36.03877200;51.69645100;331151337
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Вековая улица;36.06499800;51.70590100;36.04885400;51.71852400;303944608
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Объезд города;36.09913000;51.59632600;36.18316400;51.62465500;274720857
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38Н-780;"Курск - п. Искра - Чаплыгино - Алябьево"" - Мошкино";36.16525400;51.84692100;36.15453300;51.86668300;159084090
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38Н-301;"Курск - Борисоглебск - Полевая"" - Хвостово";36.51212400;51.63181300;36.51873600;51.63277800;110024005
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.96906800;51.75413300;35.94994800;51.73656500;337188633
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.99799400;51.69783200;35.98262300;51.71547200;125087263
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;35.98607700;51.91808400;35.99364800;51.91667400;360234764
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01918500;51.69720100;35.99888100;51.69323700;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01491400;51.68816000;36.00881100;51.68193700;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01933700;51.69289400;36.01491400;51.68816000;71841392
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.01491400;51.68816000;36.03238300;51.69347600;240789153
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.07173200;51.64106200;36.05527400;51.64050100;134682983
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.17726700;51.88256600;36.18132800;51.89707800;93344960
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.30132300;51.63241100;36.28958100;51.59719600;125090248
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.30291700;51.63473600;36.30047900;51.63350700;121161693
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Симферопольская улица;36.05527400;51.64050100;36.07227000;51.63959100;206805366
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.27376000;51.56772300;36.27971500;51.56564600;80445171
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.26767200;51.57186700;36.26971100;51.56916900;441705876
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Центральная улица;36.13131900;51.62954600;36.13571400;51.62420900;134234550
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.59804100;51.59988900;36.59844400;51.60009900;151455297
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.60654400;51.58576100;36.60712800;51.58573900;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.51649900;51.62165900;36.52820100;51.62926100;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;38Н-278;Курск - Борисоглебск - Клюква - Якунино с подъездом к водозабору;36.35949200;51.69109600;36.38490100;51.69003000;248390003
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.12574400;51.85312000;36.10951900;51.85467600;323945710
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.06526300;51.85510700;36.05871500;51.85885100;100057341
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Клубная;36.05669700;51.85269800;36.06962500;51.85691500;100665566
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.02549000;51.94461600;36.00412100;51.94049400;42967073
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Цветочная улица;36.03354300;51.69348400;36.03782500;51.69603400;230851375
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Орловская улица;36.12198200;51.74134800;36.12198200;51.74134800;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;Народная улица;36.14042200;51.66731100;36.14101100;51.66716800;99729980
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.06746100;51.65077600;36.07136400;51.64711300;
ОСНОВНЫЕ МЕСТНЫЕ ДОРОГИ;;;36.09781800;51.59523000;36.09840200;51.59338900;
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06285800;51.66298200;36.06147500;51.66213200;134450872
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06323700;51.66273400;36.06285800;51.66298200;
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06308800;51.66385700;36.06285800;51.66298200;134463491
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06308800;51.66385700;36.06357500;51.66382400;365912758
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06323200;51.66503000;36.06308800;51.66385700;313113831
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06422900;51.66437300;36.06315000;51.66530400;225177160
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06357500;51.66382400;36.06422900;51.66437300;206805362
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06384000;51.66289600;36.06467900;51.66274200;34342418
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06459300;51.66370200;36.06384000;51.66289600;34342417
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06422900;51.66437300;36.06459300;51.66370200;34342419
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06544300;51.66347300;36.06459300;51.66370200;175858413
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06467900;51.66274200;36.06498900;51.66329400;34342420
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06117300;51.66186800;36.06193200;51.66183200;34342413
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06193200;51.66183200;36.06181700;51.66207000;34342408
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06193200;51.66183200;36.06365100;51.66139700;34342412
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06365100;51.66139700;36.06450500;51.66056900;
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06420500;51.66162500;36.06365100;51.66139700;
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06499900;51.66127300;36.06420500;51.66162500;
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06450500;51.66056900;36.06499900;51.66127300;84424109
СЪЕЗД  С МЕЖРЕГИОНАЛЬНОЙ ТРАССЫ;;;36.06467900;51.66274200;36.06499900;51.66127300;360234783
