Дубрава магазин;51,6654552648987;36,1742663383484;Автобусы, маршрутки, троллейбусы;450
12-й Суворовский переулок;51,7243698648759;36,1506414413452;Автобусы, маршрутки, троллейбусы;450
1-й Весенний проезд;51,7383673401458;36,2694847583771;Автобусы, маршрутки, троллейбусы;450
1-й Весенний проезд;51,7384935734609;36,269291639328;Автобусы, маршрутки, троллейбусы;450
1-й Северо-западный район;51,7377594221371;36,1243611574173;Автобусы, маршрутки, троллейбусы;450
1-я Агрегатная;51,7388623055989;36,2704503536224;Автобусы, маршрутки, троллейбусы;450
1-я Агрегатная ул.;51,7373940030052;36,2762010097504;Автобусы, маршрутки, троллейбусы;450
1-я Пушкарная улица;51,7531707744084;36,1834448575974;Автобусы, маршрутки, троллейбусы;450
1-я Пушкарная улица;51,7533434580496;36,1820876598358;Автобусы, маршрутки, троллейбусы;450
1-я Стрелецкая улица;51,7300384841835;36,2232863903046;Автобусы, маршрутки, троллейбусы;450
1-я Стрелецкая улица;51,7303707375869;36,2238335609436;Автобусы, маршрутки, троллейбусы;450
1-я Строительная;51,6472912684383;36,1106657981873;Автобусы, маршрутки, троллейбусы;450
1-я Щигровская улица;51,7494180629787;36,2557625770569;Автобусы, маршрутки, троллейбусы;450
2-й Весенний проезд;51,73515159363;36,2672209739685;Автобусы, маршрутки, троллейбусы;450
2-й Весенний проезд;51,7356233393627;36,2677466869354;Автобусы, маршрутки, троллейбусы;450
2-я Агрегатная улица;51,7328160475007;36,2742590904236;Автобусы, маршрутки, троллейбусы;450
2-я Восточная;51,7629263649486;36,256856918335;Автобусы, маршрутки, троллейбусы;450
2-я Новоселовка улица;51,7370285809182;36,2259578704834;Автобусы, маршрутки, троллейбусы;450
2-я Новоселовка улица;51,7373342068659;36,225711107254;Автобусы, маршрутки, троллейбусы;450
2-я Орловская улица;51,7658944620127;36,1523258686066;Автобусы, маршрутки, троллейбусы;450
2-я рабочая улица;51,7423302336062;36,2452590465546;Автобусы, маршрутки, троллейбусы;450
2-я рабочая улица;51,7424896721719;36,2452429533005;Автобусы, маршрутки, троллейбусы;450
3-й Весенний проезд;51,7338060945946;36,2663304805756;Автобусы, маршрутки, троллейбусы;450
3-й Весенний проезд;51,7338991180391;36,2667489051819;Автобусы, маршрутки, троллейбусы;450
3-я Агрегатная улица;51,7300384841835;36,2581551074982;Автобусы, маршрутки, троллейбусы;450
3-я Агрегатная улица;51,7305833784834;36,2574148178101;Автобусы, маршрутки, троллейбусы;450
3-я Кислинская улица;51,6420716836252;36,1390435695648;Автобусы, маршрутки, троллейбусы;450
3-я Кислинская улица;51,6422581077156;36,1393117904663;Автобусы, маршрутки, троллейбусы;450
3-я Щигровская улица;51,7650113573285;36,2551939487457;Автобусы, маршрутки, троллейбусы;450
4-й микрорайон;51,8133707452928;36,1633658409119;Автобусы, маршрутки, троллейбусы;450
4-й микрорайон;51,8134503392371;36,1636233329773;Автобусы, маршрутки, троллейбусы;450
4-я Кислинская улица;51,639801243017;36,138710975647;Автобусы, маршрутки, троллейбусы;450
4-я Кислинская улица;51,6399077764965;36,1389684677124;Автобусы, маршрутки, троллейбусы;450
50 лет Октября;51,7205948214128;36,1672174930573;Автобусы, маршрутки, троллейбусы;450
50 Лет Октября улица;51,7208839424008;36,1663538217545;Автобусы, маршрутки, троллейбусы;450
5-я Кислинская улица;51,6367782512306;36,1387753486633;Автобусы, маршрутки, троллейбусы;450
5-я Кислинская улица;51,6368847918118;36,13853931427;Автобусы, маршрутки, троллейбусы;450
75 лет Курской области;51,7643871977336;36,1771845817566;Автобусы, маршрутки, троллейбусы;450
7-й промышленный пер;51,6657114656136;36,0648858547211;Автобусы, маршрутки, троллейбусы;450
9 января улица;51,7207078114443;36,1925482749939;Автобусы, маршрутки, троллейбусы;450
9 января улица;51,7208972352753;36,1924839019775;Автобусы, маршрутки, троллейбусы;450
Авиацентр;51,659698685065;36,174373626709;Автобусы, маршрутки, троллейбусы;450
Авиацентр;51,6597752224263;36,1734080314636;Автобусы, маршрутки, троллейбусы;450
Автовокзал;51,7497501739109;36,1406099796295;Автобусы, маршрутки, троллейбусы;450
Автовокзал;51,7500158608985;36,1407226324081;Автобусы, маршрутки, троллейбусы;450
Авторынок;51,7614787658347;36,1311793327332;Автобусы, маршрутки, троллейбусы;450
Авторынок;51,7616580581515;36,1312007904053;Автобусы, маршрутки, троллейбусы;450
Авторынок;51,7620598031652;36,1321663856506;Автобусы, маршрутки, троллейбусы;450
Авторынок;51,7621361675155;36,1323273181915;Автобусы, маршрутки, троллейбусы;450
Автоцентр "КАМАЗ";51,6524969394023;36,1634302139282;Автобусы, маршрутки, троллейбусы;450
Автоцентр "КАМАЗ";51,6525102523724;36,1627864837646;Автобусы, маршрутки, троллейбусы;450
Автоцентр "Южный";51,6879488231907;36,1530339717865;Автобусы, маршрутки, троллейбусы;450
АЗС;51,6168241159346;36,1083912849426;Автобусы, маршрутки, троллейбусы;450
АЗС;51,6171305541805;36,1088418960571;Автобусы, маршрутки, троллейбусы;450
Аллейная улица;51,6558649961839;36,1051940917969;Автобусы, маршрутки, троллейбусы;450
Аллея подводников;51,7283173724616;36,1418277025223;Автобусы, маршрутки, троллейбусы;450
Аллея подводников;51,7283838258679;36,1428254842758;Автобусы, маршрутки, троллейбусы;450
АО "Сейм";51,6621810918395;36,1309325695038;Автобусы, маршрутки, троллейбусы;450
АО ПАТП города Курск;51,7575872830958;36,1351329088211;Автобусы, маршрутки, троллейбусы;450
