Местоположение начала участка, м	Местоположение конца участка, м	Код расположения	Код грунта земляного полотна	Код земляного полотна	Ширина земляного полотна
0	315	1	2	2	5
315	320	1	2	2	3
320	549	1	2	2	5
549	561	1	2	2	3
561	1138	1	2	2	5
1138	1153	1	2	2	3
1153	3382	1	2	2	5
3382	3410	1	2	2	3
3410	3457	1	2	2	5
3457	3467	1	2	2	3
3467	3762	1	2	2	5
3762	3783	1	2	2	3
3783	3971	1	2	2	5
3971	3990	1	2	2	3
3990	4134	1	2	2	5
0	1138	2	2	2	5
1138	1153	2	2	2	3
1153	4134	2	2	2	5
