Местоположение м	Код расположения 	Направление хода	Номер знака по ГОСТу	Дополнительная информация о знаке	Способ установки	Техническое состояние
83	1	2	2.4		1	1
103	2	1	3.24	40.0	1	1
103	2	1	1.23		1	1
123	2	1	1.34.3		1	1
205	2	1	5.16		1	1
297	1	2	3.24	40.0	1	1
297	1	2	1.23		1	1
1030	2	1	1.11.1		1	1
1030	2	1	1.14		1	1
4297	2	1	2.4		1	1
